-72.11 -34.54 12.9 -2.33e+19 8.580000000000001e+18 -1.47e+19 -4.69e+18 -6.43e+18 9.55e+18 23  X Y mw
144.67 19.26 432.2 -1.53e+18 4.71e+17 -1.05e+18 -3.68e+17 -1.69e+17 8.75e+17 23  X Y mw
40.04 38.82 15.1 8.6e+16 -1.42e+18 -1.33e+18 6.34e+17 -1.65e+17 -1.84e+17 23  X Y mw
-115.45 -16.34 12.7 -3.38e+18 2.15e+18 -1.23e+18 4.1e+16 -7.37e+17 -3.87e+17 23  X Y mw
-73.75 -36.89 14.9 5.18e+18 9e+16 5.28e+18 4e+16 8.6e+18 4.1e+17 23  X Y mw
-73.59 -36.76 15.0 4.6e+17 6.3e+16 5.2300000000000006e+17 5.21e+17 1.83e+18 -3.8e+16 23  X Y mw
-68.69 -22.36 118.7 -2.2999999999999997e+18 -8.32e+17 -3.13e+18 -1.79e+17 2.55e+18 6.35e+17 23  X Y mw
167.0 -13.65 185.1 5.77e+18 -8.32e+17 4.93e+18 -7.4e+16 1.08e+18 -1.85e+18 23  X Y mw
-72.55 -33.45 12.8 8.33e+17 -1.2e+16 8.21e+17 -4e+16 1.06e+18 9.4e+16 23  X Y mw
120.56 22.86 29.1 1.73e+18 3.73e+17 2.11e+18 -3.35e+17 2.0699999999999997e+18 -1.0199999999999999e+18 23  X Y mw
-73.69 -36.7 16.3 6.98e+17 4e+16 7.38e+17 -3.5000000000000004e+16 1.64e+18 1.09e+17 23  X Y mw
-72.05 -35.11 53.5 1.65e+18 1.95e+17 1.84e+18 3.93e+17 1.64e+18 1.13e+17 23  X Y mw
-72.29 -33.62 24.2 2.42e+18 -3.43e+17 2.08e+18 2.61e+17 1.7e+18 -9000000000000000.0 23  X Y mw
-65.59 -24.91 27.0 2.2400000000000003e+18 -1.33e+17 2.1e+18 -6.78e+17 -1.83e+18 -5.5100000000000006e+17 23  X Y mw
-75.41 -38.09 19.9 -1.4e+20 1.6300000000000002e+19 -1.24e+20 2.34e+19 4.0999999999999995e+18 -2.27e+19 23  X Y mw
-73.15 -35.98 23.2 1.04e+22 -3.9e+20 1e+22 3.04e+21 1.52e+22 1.19e+21 23  X Y mw
128.61 25.86 18.0 -7.54e+18 4.13e+18 -3.42e+18 7.95e+18 -8.000000000000001e+18 -3.36e+19 23  X Y mw
130.66 42.48 578.7 2.67e+18 1.92e+18 4.59e+18 2.34e+18 2.5e+19 5.91e+18 23  X Y mw
128.76 -7.39 136.2 1.9900000000000003e+18 -2.46e+17 1.74e+18 1.3e+18 2.91e+17 -1.33e+18 23  X Y mw
-174.06 -22.19 20.0 8.14e+17 -1.98e+17 6.16e+17 4.61e+17 -9.64e+17 4.9599999999999994e+17 23  X Y mw
-173.07 -15.0 15.0 9.2e+16 5.32e+17 6.24e+17 5.18e+17 -1.1200000000000001e+18 -6.09e+17 23  X Y mw
123.66 23.35 27.7 7.43e+17 2.97e+18 3.72e+18 2.0599999999999997e+18 -3.59e+17 6.16e+17 23  X Y mw
99.51 -47.89 12.0 -2.8e+16 2.58e+18 2.55e+18 2.26e+17 -1e+17 -8.79e+17 23  X Y mw
154.35 -6.39 40.2 2.2600000000000003e+18 -1.22e+18 1.04e+18 2.5700000000000003e+17 3.81e+17 -1.33e+18 23  X Y mw
-66.16 -57.94 18.6 7.42e+17 1.29e+18 2.0299999999999997e+18 7.29e+17 -6.23e+17 -2.08e+18 23  X Y mw
-72.88 18.58 12.0 1.22e+18 -9.08e+17 3.15e+17 -3.2e+16 -1.89e+17 -5.02e+17 23  X Y mw
-72.62 18.61 12.0 1.7399999999999998e+19 -3.87e+19 -2.13e+19 -5.31e+18 1.06e+19 -2.74e+19 23  X Y mw
